ID,Text,AudioSnippetPath
1122332_1127441,it just fell on the floor .,/content/all_data/1122332_1127441.mp3
1128987_1132269,<but> [/] but it just go under there .,/content/all_data/1128987_1132269.mp3
1133066_1138894,people !,/content/all_data/1133066_1138894.mp3
1137894_1142988,"I can get it, I can move this stuff .",/content/all_data/1137894_1142988.mp3
1142819_1144167,yeah .,/content/all_data/1142819_1144167.mp3
1148863_1151285,look !,/content/all_data/1148863_1151285.mp3
1150285_1152394,"look here, look !",/content/all_data/1150285_1152394.mp3
1170832_1172956,yeah !,/content/all_data/1170832_1172956.mp3
1178766_1183762,"i go the wrong way, I need to go this way .",/content/all_data/1178766_1183762.mp3
1187300_1189761,you fell the people !,/content/all_data/1187300_1189761.mp3
1189882_1192691,people .,/content/all_data/1189882_1192691.mp3
1201082_1206316,it gets stuck .,/content/all_data/1201082_1206316.mp3
1209566_1211582,people !,/content/all_data/1209566_1211582.mp3
1214661_1216412,yeah .,/content/all_data/1214661_1216412.mp3
1218566_1227441,the big frog tried to escape out and there was a family .,/content/all_data/1218566_1227441.mp3
1239159_1245894,and they tried to take his frog went back .,/content/all_data/1239159_1245894.mp3
1251144_1255456,he tried to take him home .,/content/all_data/1251144_1255456.mp3
1274034_1277113,yeah .,/content/all_data/1274034_1277113.mp3
1277112_1280706,where's the next story ?,/content/all_data/1277112_1280706.mp3
1282239_1285441,where's the next story ?,/content/all_data/1282239_1285441.mp3
1300488_1305613,o:h mud .,/content/all_data/1300488_1305613.mp3
1308816_1312832,he's flying away !,/content/all_data/1308816_1312832.mp3
1313738_1317113,and land !,/content/all_data/1313738_1317113.mp3
1316113_1318332,over here !,/content/all_data/1316113_1318332.mp3
1320816_1324894,tried to eat the paper .,/content/all_data/1320816_1324894.mp3
1330035_1340269,"come he, the pap, are coming to, &-ze, the horse, this is coming to save the day .",/content/all_data/1330035_1340269.mp3
1342769_1356363,xxx .,/content/all_data/1342769_1356363.mp3
1355363_1361456,xxx the animals and people down xxx .,/content/all_data/1355363_1361456.mp3
1377519_1382566,all <the> [/] the bird just save the day !,/content/all_data/1377519_1382566.mp3
1389863_1392316,yeah .,/content/all_data/1389863_1392316.mp3
1391316_1394019,xxx on the table .,/content/all_data/1391316_1394019.mp3
1393019_1400035,"then they say, <thank you> [/] <thank you> [/] thank you very much .",/content/all_data/1393019_1400035.mp3
1399035_1404941,xxx tried to wake up too .,/content/all_data/1399035_1404941.mp3
1403941_1407238,really mad .,/content/all_data/1403941_1407238.mp3
1406238_1416863,and start to smash everyone again !,/content/all_data/1406238_1416863.mp3
1415863_1433066,and tiger it only turned to him .,/content/all_data/1415863_1433066.mp3
1440206_1449019,the end .,/content/all_data/1440206_1449019.mp3
1454691_1457191,"it stand there, look !",/content/all_data/1454691_1457191.mp3
1468488_1470439,ipad game ?,/content/all_data/1468488_1470439.mp3
1469535_1473082,yay I love Ipad games !,/content/all_data/1469535_1473082.mp3
1477238_1479269,yeah .,/content/all_data/1477238_1479269.mp3
1485144_1489144,Spiderman .,/content/all_data/1485144_1489144.mp3
1498363_1503613,"i can, what is this ?",/content/all_data/1498363_1503613.mp3
1505019_1507738,what does a clip do ?,/content/all_data/1505019_1507738.mp3
1510035_1513894,does that the play tablet ?,/content/all_data/1510035_1513894.mp3
1521238_1523363,yeah .,/content/all_data/1521238_1523363.mp3
1531409_1533363,what ?,/content/all_data/1531409_1533363.mp3
1539937_1541453,okay .,/content/all_data/1539937_1541453.mp3
1552316_1555362,i can do it by myself .,/content/all_data/1552316_1555362.mp3
1568263_1569673,where ?,/content/all_data/1568263_1569673.mp3
1578308_1580637,where's the Spiderman ?,/content/all_data/1578308_1580637.mp3
1584987_1588035,"that's, where's Spiderman ?",/content/all_data/1584987_1588035.mp3
1592148_1594289,i got <boo> [/] boo .,/content/all_data/1592148_1594289.mp3
1668566_1673894,toe ?,/content/all_data/1668566_1673894.mp3
1743066_1745988,where's Spiderman ?,/content/all_data/1743066_1745988.mp3
1793941_1796863,i can't do this .,/content/all_data/1793941_1796863.mp3
1802019_1806144,i can't do it .,/content/all_data/1802019_1806144.mp3
1845066_1850081,tap the head .,/content/all_data/1845066_1850081.mp3
1866956_1870519,i don't know .,/content/all_data/1866956_1870519.mp3
1872816_1888238,u:h .,/content/all_data/1872816_1888238.mp3
1889238_1894160,the frog got out .,/content/all_data/1889238_1894160.mp3
1895816_1900394,the kid was sleeping ?,/content/all_data/1895816_1900394.mp3
1899394_1904816,he tried to fall out of the room .,/content/all_data/1899394_1904816.mp3
1903816_1907581,and then he got found .,/content/all_data/1903816_1907581.mp3
1906581_1911269,and then the dog tried to run away .,/content/all_data/1906581_1911269.mp3
1912144_1915488,he tried to wot [: walk] .,/content/all_data/1912144_1915488.mp3
1914488_1919066,the frog .,/content/all_data/1914488_1919066.mp3
1918066_1922566,he tried to call him .,/content/all_data/1918066_1922566.mp3
1921566_1925582,the dog tried to help him .,/content/all_data/1921566_1925582.mp3
1924582_1931331,and he tried to get in with the honey .,/content/all_data/1924582_1931331.mp3
1930331_1934519,look in the hole .,/content/all_data/1930331_1934519.mp3
1933519_1937238,come out .,/content/all_data/1933519_1937238.mp3
1936238_1941816,and then the owl come out .,/content/all_data/1936238_1941816.mp3
1940816_1946285,and the antelope .,/content/all_data/1940816_1946285.mp3
1945285_1951534,and he jumped on the xxx .,/content/all_data/1945285_1951534.mp3
1950534_1953487,xxx .,/content/all_data/1950534_1953487.mp3
1952487_1956237,he got upset .,/content/all_data/1952487_1956237.mp3
1961315_1971894,he landed on the xxx .,/content/all_data/1961315_1971894.mp3
1972519_1975144,fall out .,/content/all_data/1972519_1975144.mp3
1974144_1978316,what ?,/content/all_data/1974144_1978316.mp3
1978440_1982863,he's sleeping under the water .,/content/all_data/1978440_1982863.mp3
1981863_1988394,he's coming out .,/content/all_data/1981863_1988394.mp3
1987394_1993691,he said shh .,/content/all_data/1987394_1993691.mp3
1992691_2001441,and he found the frog family .,/content/all_data/1992691_2001441.mp3
2000441_2004941,he said bye .,/content/all_data/2000441_2004941.mp3
2003941_2008738,xxx .,/content/all_data/2003941_2008738.mp3
2010487_2013316,the end .,/content/all_data/2010487_2013316.mp3
2038238_2041331,it's on my neck !,/content/all_data/2038238_2041331.mp3
2051832_2057441,where does this go ?,/content/all_data/2051832_2057441.mp3
2073612_2079316,xxx jumping down .,/content/all_data/2073612_2079316.mp3
2079816_2084034,keep jumping down .,/content/all_data/2079816_2084034.mp3
2083034_2089691,standing on a boat .,/content/all_data/2083034_2089691.mp3
2088691_2093519,"said friend, go back .",/content/all_data/2088691_2093519.mp3
2092519_2097832,"he say, come on, let's go .",/content/all_data/2092519_2097832.mp3
2103738_2108363,xxx .,/content/all_data/2103738_2108363.mp3
2107363_2110316,he found the food .,/content/all_data/2107363_2110316.mp3
2109316_2115019,but the goat needs help .,/content/all_data/2109316_2115019.mp3
2114019_2120988,and they fall off !,/content/all_data/2114019_2120988.mp3
2119988_2127285,then he jump down .,/content/all_data/2119988_2127285.mp3
2126285_2129019,falled [: fell] out .,/content/all_data/2126285_2129019.mp3
2128019_2134707,the hippo tried to eat him .,/content/all_data/2128019_2134707.mp3
2133707_2138238,then he turned to save the goat .,/content/all_data/2133707_2138238.mp3
2137238_2140113,he's going back .,/content/all_data/2137238_2140113.mp3
2139113_2143035,xxx .,/content/all_data/2139113_2143035.mp3
2142035_2148238,he saved .,/content/all_data/2142035_2148238.mp3
2147238_2151831,going away .,/content/all_data/2147238_2151831.mp3
2150831_2153566,xxx .,/content/all_data/2150831_2153566.mp3
2152566_2155941,but the frog will .,/content/all_data/2152566_2155941.mp3
2164207_2169409,a frog tried to help !,/content/all_data/2164207_2169409.mp3
2176659_2183191,this frog xxx standing up the stairs .,/content/all_data/2176659_2183191.mp3
2182191_2194863,lying down the xxx .,/content/all_data/2182191_2194863.mp3
2193863_2199659,xxx okay let's push him off .,/content/all_data/2193863_2199659.mp3
2198659_2202691,get off of here !,/content/all_data/2198659_2202691.mp3
2201691_2203941,get off !,/content/all_data/2201691_2203941.mp3
2202941_2211988,"&-hiyah, push the TV !",/content/all_data/2202941_2211988.mp3
2210988_2220238,the kid tried to go to the potty .,/content/all_data/2210988_2220238.mp3
2229659_2234707,"frog, it just pushed me down .",/content/all_data/2229659_2234707.mp3
2233707_2238941,"o:h no, he can't go .",/content/all_data/2233707_2238941.mp3
2244191_2249644,swing on the .,/content/all_data/2244191_2249644.mp3
2248644_2256738,this xxx .,/content/all_data/2248644_2256738.mp3
2258456_2264456,xxx .,/content/all_data/2258456_2264456.mp3
2263456_2268659,someone's at the door !,/content/all_data/2263456_2268659.mp3
2267659_2277441,"o:h the food, we've got to close the oven !",/content/all_data/2267659_2277441.mp3
2276441_2279815,turn it off !,/content/all_data/2276441_2279815.mp3
2282582_2286315,xxx on the door .,/content/all_data/2282582_2286315.mp3
2285315_2288737,it tried to get cake .,/content/all_data/2285315_2288737.mp3
2291739_2295237,yeah .,/content/all_data/2291739_2295237.mp3
2294237_2302113,i'm limpin [: limping] a funny cane .,/content/all_data/2294237_2302113.mp3
2301113_2307535,how's this cake ?,/content/all_data/2301113_2307535.mp3
2306535_2314581,fridgerator [: refrigerator] !,/content/all_data/2306535_2314581.mp3
2314909_2317066,eating !,/content/all_data/2314909_2317066.mp3
2316066_2327488,close the fridgerator [: refrigerator] !,/content/all_data/2316066_2327488.mp3
2326488_2329988,now it's cake .,/content/all_data/2326488_2329988.mp3
2328988_2331988,put it back in .,/content/all_data/2328988_2331988.mp3
2330988_2335769,now it's open the door .,/content/all_data/2330988_2335769.mp3
2334769_2338566,let's go on top the roof .,/content/all_data/2334769_2338566.mp3
2337566_2340894,let's go top of the roof .,/content/all_data/2337566_2340894.mp3
2339894_2343144,xxx .,/content/all_data/2339894_2343144.mp3
2342144_2346269,now flip over .,/content/all_data/2342144_2346269.mp3
2345269_2353019,go next to the brother's bed .,/content/all_data/2345269_2353019.mp3
2352019_2358207,he don't want to go there .,/content/all_data/2352019_2358207.mp3
2357207_2360441,but that's fine .,/content/all_data/2357207_2360441.mp3
2359441_2364144,he can xxx .,/content/all_data/2359441_2364144.mp3
2373237_2377363,"it's not finished yet, I got to open the door .",/content/all_data/2373237_2377363.mp3
2376363_2380706,"wait, it's got to do the swing .",/content/all_data/2376363_2380706.mp3
2379706_2386207,come in .,/content/all_data/2379706_2386207.mp3
2385207_2395487,xxx .,/content/all_data/2385207_2395487.mp3
2394487_2397613,xxx .,/content/all_data/2394487_2397613.mp3
2396613_2401659,"hey, get off of me !",/content/all_data/2396613_2401659.mp3
2400659_2408769,"what, a table ?",/content/all_data/2400659_2408769.mp3
2407769_2411706,swing it then !,/content/all_data/2407769_2411706.mp3
2420941_2423988,yeah .,/content/all_data/2420941_2423988.mp3
2422988_2426816,slide the top .,/content/all_data/2422988_2426816.mp3
2425816_2428332,take this off ?,/content/all_data/2425816_2428332.mp3
10445_12242,okay .,/content/all_data/10445_12242.mp3
12119_16667,u:h a house .,/content/all_data/12119_16667.mp3
15667_19870,it's a door .,/content/all_data/15667_19870.mp3
18870_22700,das [: that's] a piggie .,/content/all_data/18870_22700.mp3
21700_25618,that's a cup .,/content/all_data/21700_25618.mp3
28258_30260,boy .,/content/all_data/28258_30260.mp3
29260_33211,that's a apple .,/content/all_data/29260_33211.mp3
36200_37994,go .,/content/all_data/36200_37994.mp3
40245_42570,a buck [: duck] .,/content/all_data/40245_42570.mp3
42665_45450,quack quack !,/content/all_data/42665_45450.mp3
45820_47790,table .,/content/all_data/45820_47790.mp3
48742_53633,<u:h> [/] u:h a gorilla .,/content/all_data/48742_53633.mp3
54394_57973,u:h .,/content/all_data/54394_57973.mp3
60163_62603,a monkey .,/content/all_data/60163_62603.mp3
63113_65314,a tool .,/content/all_data/63113_65314.mp3
66065_69693,it can do this .,/content/all_data/66065_69693.mp3
72493_74853,a hammer .,/content/all_data/72493_74853.mp3
75863_77815,a fish .,/content/all_data/75863_77815.mp3
76815_81943,it's a there's a watch .,/content/all_data/76815_81943.mp3
80943_84393,it's a spider .,/content/all_data/80943_84393.mp3
84113_87815,u:h a spider thing .,/content/all_data/84113_87815.mp3
87973_92893,u:h where are a spider climbin [: climbing] up .,/content/all_data/87973_92893.mp3
94848_97473,a sticky web .,/content/all_data/94848_97473.mp3
98273_108283,<u:h> [/] u:h is a um: .,/content/all_data/98273_108283.mp3
107283_110349,um: .,/content/all_data/107283_110349.mp3
109349_111170,it's a .,/content/all_data/109349_111170.mp3
113309_115480,a bram [: drum] .,/content/all_data/113309_115480.mp3
114480_118089,that's a .,/content/all_data/114480_118089.mp3
117089_120169,a plate .,/content/all_data/117089_120169.mp3
120019_122859,that's a knife .,/content/all_data/120019_122859.mp3
125339_127969,shoes .,/content/all_data/125339_127969.mp3
128511_130669,a playground .,/content/all_data/128511_130669.mp3
131263_134219,is a slide .,/content/all_data/131263_134219.mp3
134109_136799,is a swing .,/content/all_data/134109_136799.mp3
135799_139169,it's a guitarn [: guitar] .,/content/all_data/135799_139169.mp3
138169_141439,it's a lion .,/content/all_data/138169_141439.mp3
140439_146886,that's a chair .,/content/all_data/140439_146886.mp3
149519_151469,a soap .,/content/all_data/149519_151469.mp3
153809_156219,there's glasses .,/content/all_data/153809_156219.mp3
155219_158686,it's a lion .,/content/all_data/155219_158686.mp3
161511_163511,a tiger .,/content/all_data/161511_163511.mp3
163964_170059,u:h mm: it's a .,/content/all_data/163964_170059.mp3
172139_174109,a puzzle .,/content/all_data/172139_174109.mp3
173109_176298,that's a hand .,/content/all_data/173109_176298.mp3
176939_182514,<it's> [/] it's a so brown .,/content/all_data/176939_182514.mp3
186011_188169,finger .,/content/all_data/186011_188169.mp3
188109_190419,a thing .,/content/all_data/188109_190419.mp3
190389_192540,u:h .,/content/all_data/190389_192540.mp3
194139_197044,it is shiny .,/content/all_data/194139_197044.mp3
196839_199219,a hand .,/content/all_data/196839_199219.mp3
200263_203017,is a finger .,/content/all_data/200263_203017.mp3
205466_207387,thumb .,/content/all_data/205466_207387.mp3
210109_212669,airplane .,/content/all_data/210109_212669.mp3
211669_216019,that's a vacuum cleaner .,/content/all_data/211669_216019.mp3
219714_222511,a vacuum cleaner .,/content/all_data/219714_222511.mp3
222717_225419,a xxx .,/content/all_data/222717_225419.mp3
225089_229469,u:h mm: .,/content/all_data/225089_229469.mp3
230969_232969,shovel .,/content/all_data/230969_232969.mp3
237969_241669,is readin [: reading] a book .,/content/all_data/237969_241669.mp3
242799_244799,yeah .,/content/all_data/242799_244799.mp3
246466_249296,favorite .,/content/all_data/246466_249296.mp3
249439_253919,is in my class .,/content/all_data/249439_253919.mp3
257969_260609,a student .,/content/all_data/257969_260609.mp3
260464_262389,teacher .,/content/all_data/260464_262389.mp3
264469_267339,u:h animal .,/content/all_data/264469_267339.mp3
269609_271730,zebra .,/content/all_data/269609_271730.mp3
270730_275339,this a .,/content/all_data/270730_275339.mp3
279109_280980,a giraffe .,/content/all_data/279109_280980.mp3
279980_284297,this a carrot and a apple !,/content/all_data/279980_284297.mp3
287309_290014,carrot .,/content/all_data/287309_290014.mp3
292011_294389,carrot !,/content/all_data/292011_294389.mp3
293389_295544,a healthy food !,/content/all_data/293389_295544.mp3
295546_298109,a vegetable .,/content/all_data/295546_298109.mp3
302934_305217,she combin [: combing] her hair .,/content/all_data/302934_305217.mp3
305559_309417,so she can go to school .,/content/all_data/305559_309417.mp3
312469_315469,brush her hair .,/content/all_data/312469_315469.mp3
314469_318339,that's crayons .,/content/all_data/314469_318339.mp3
320899_322399,blue .,/content/all_data/320899_322399.mp3
322469_324339,yellow .,/content/all_data/322469_324339.mp3
327795_329761,brother .,/content/all_data/327795_329761.mp3
328761_333049,that's a .,/content/all_data/328761_333049.mp3
333685_337169,mm: .,/content/all_data/333685_337169.mp3
340049_342189,frog .,/content/all_data/340049_342189.mp3
342519_344559,green .,/content/all_data/342519_344559.mp3
351297_353589,that one .,/content/all_data/351297_353589.mp3
354980_356919,a tree .,/content/all_data/354980_356919.mp3
358808_361218,a leaf .,/content/all_data/358808_361218.mp3
360218_363669,that's a cookie .,/content/all_data/360218_363669.mp3
362669_367889,that's is a squeak .,/content/all_data/362669_367889.mp3
368511_371269,that's yellow .,/content/all_data/368511_371269.mp3
371109_374589,xxx eatin [: eating] .,/content/all_data/371109_374589.mp3
376761_378839,cheese .,/content/all_data/376761_378839.mp3
382637_386511,<his> [/] his dress .,/content/all_data/382637_386511.mp3
389559_397279,u:h he wearin [: wearing] .,/content/all_data/389559_397279.mp3
397264_399969,pajamas .,/content/all_data/397264_399969.mp3
398969_401859,that's a teeth .,/content/all_data/398969_401859.mp3
408389_412269,u:h queen .,/content/all_data/408389_412269.mp3
416419_419089,princess .,/content/all_data/416419_419089.mp3
420511_424359,u:h kings .,/content/all_data/420511_424359.mp3
427214_429467,crown .,/content/all_data/427214_429467.mp3
430299_432230,car .,/content/all_data/430299_432230.mp3
432261_435309,is drivin [: driving] .,/content/all_data/432261_435309.mp3
436669_438761,truck .,/content/all_data/436669_438761.mp3
438980_441686,is red .,/content/all_data/438980_441686.mp3
440686_444339,that's a apple juice .,/content/all_data/440686_444339.mp3
445544_448109,a animals .,/content/all_data/445544_448109.mp3
450859_453089,a zebra .,/content/all_data/450859_453089.mp3
454359_456389,zoo .,/content/all_data/454359_456389.mp3
456639_458859,stars .,/content/all_data/456639_458859.mp3
459719_468219,"two, three, four, five, six, seven .",/content/all_data/459719_468219.mp3
490261_494389,is a bush .,/content/all_data/490261_494389.mp3
516730_518969,it's a burn .,/content/all_data/516730_518969.mp3
561464_563309,yeah .,/content/all_data/561464_563309.mp3
567089_571685,because they got to go home .,/content/all_data/567089_571685.mp3
576339_580299,three friends walkin [: walking] home .,/content/all_data/576339_580299.mp3
581264_583089,from school .,/content/all_data/581264_583089.mp3
583980_585717,okay .,/content/all_data/583980_585717.mp3
590794_594469,they was walkin [: walking] home .,/content/all_data/590794_594469.mp3
593469_595793,from school .,/content/all_data/593469_595793.mp3
599339_603309,they look for somethin [: something] fur .,/content/all_data/599339_603309.mp3
602309_604761,furry and &-ba black .,/content/all_data/602309_604761.mp3
615389_624012,they was &-wh go home for they and they look for the black thing .,/content/all_data/615389_624012.mp3
632089_640794,they zumba bush <and> [/] and they &-wh seen it .,/content/all_data/632089_640794.mp3
645049_648219,this xxx take very long .,/content/all_data/645049_648219.mp3
653389_656980,Jim is a guess .,/content/all_data/653389_656980.mp3
658044_661589,that's a silly guess .,/content/all_data/658044_661589.mp3
